fecha;stock;unidad;valor
2022-04-14;ddgs;;2713,40935
2022-04-15;maiz;[ton];4420,0
2022-04-15;etanol;[m3];345,81
2022-04-15;ddgs;;2763,7266
2022-04-16;maiz;[ton];4420,0
2022-04-16;etanol;[m3];305,28
2022-04-16;ddgs;;2837,53691
2022-04-17;maiz;[ton];4539,0
2022-04-17;etanol;[m3];425,5
2022-04-17;ddgs;;2897,62366
2022-04-18;maiz;[ton];3875,0
2022-04-18;etanol;[m3];380,59
2022-04-18;ddgs;;2963,25935
2022-04-19;maiz;[ton];4150,0
2022-04-19;etanol;[m3];459,14
2022-04-19;ddgs;;3019,82336
2022-04-20;maiz;[ton];4460,0
2022-04-20;etanol;[m3];383,76
2022-04-20;ddgs;;2887,76413
2022-04-21;maiz;[ton];4684,18
2022-04-21;etanol;[m3];297,29
2022-04-21;ddgs;;2955,0696
2022-04-22;maiz;[ton];4831,1
2022-04-22;etanol;[m3];210,75
2022-04-22;ddgs;;2900,04165
2022-04-23;maiz;[ton];4967,0
2022-04-23;etanol;[m3];204,68
2022-04-23;ddgs;;2840,93258
2022-04-24;maiz;[ton];4279,0
2022-04-24;etanol;[m3];223,19
2022-04-24;ddgs;;2908,78478
2022-04-25;maiz;[ton];3591,0
2022-04-25;etanol;[m3];255,29
2022-04-25;ddgs;;2983,26218
2022-04-26;maiz;[ton];3830,0
2022-04-26;etanol;[m3];245,25
2022-04-26;ddgs;;2849,64849
2022-04-27;maiz;[ton];4107,5
2022-04-27;etanol;[m3];222,59
2022-04-27;ddgs;;2906,1505
2022-04-28;maiz;[ton];4333,32
2022-04-28;etanol;[m3];235,46
2022-04-28;ddgs;;2982,31794
2022-04-29;maiz;[ton];4925,0
2022-04-29;etanol;[m3];216,49
2022-04-29;ddgs;;2927,41108
2022-04-30;maiz;[ton];5360,0
2022-04-30;etanol;[m3];194,48
2022-04-30;ddgs;;2998,73322
2022-05-01;maiz;[ton];4690,0
2022-05-01;etanol;[m3];172,54
2022-05-01;ddgs;;2998,73322
2022-05-02;maiz;[ton];4020,0
2022-05-02;etanol;[m3];276,85
2022-05-02;ddgs;;2998,73322
2022-05-03;maiz;[ton];4720,0
2022-05-03;etanol;[m3];302,18
2022-05-03;ddgs;;2971,37322
2022-05-04;maiz;[ton];4995,0
2022-05-04;etanol;[m3];257,89
2022-05-04;ddgs;;2971,37322
2022-05-05;maiz;[ton];5285,0
2022-05-05;etanol;[m3];283,51
2022-05-05;ddgs;;2860,25322
2022-05-06;maiz;[ton];5620,0
2022-05-06;etanol;[m3];277,58
2022-05-06;ddgs;;2897,62477
2022-05-07;maiz;[ton];6210,86
2022-05-07;etanol;[m3];334,4
2022-05-07;ddgs;;2864,20037
2022-05-08;maiz;[ton];6440,0
2022-05-08;etanol;[m3];261,0
2022-05-08;ddgs;;2939,3303
2022-05-09;maiz;[ton];5772,0
2022-05-09;etanol;[m3];254,58
2022-05-09;ddgs;;3004,39246
2022-05-10;maiz;[ton];6252,42
2022-05-10;etanol;[m3];241,64
2022-05-10;ddgs;;2972,57323
2022-05-11;maiz;[ton];7301,36
2022-05-11;etanol;[m3];159,47
2022-05-11;ddgs;;2845,00146
2022-05-12;maiz;[ton];7720,26
2022-05-12;etanol;[m3];172,03
2022-05-12;ddgs;;2700,2353
2022-05-13;maiz;[ton];8060,1
2022-05-13;etanol;[m3];234,92
2022-05-13;ddgs;;2734,88056
2022-05-14;maiz;[ton];8610,14
2022-05-14;etanol;[m3];215,45
2022-05-14;ddgs;;2761,7967
2022-05-15;maiz;[ton];8928,0
2022-05-15;etanol;[m3];395,51
2022-05-15;ddgs;;2809,33426
2022-05-16;maiz;[ton];8260,0
2022-05-16;etanol;[m3];339,33
2022-05-16;ddgs;;2882,1611
2022-05-17;maiz;[ton];8910,0
2022-05-17;etanol;[m3];413,88
2022-05-17;ddgs;;2924,30055
2022-05-18;maiz;[ton];9545,0
2022-05-18;etanol;[m3];388,69
2022-05-18;ddgs;;2662,42244
2022-05-19;maiz;[ton];8870,0
2022-05-19;etanol;[m3];434,67
2022-05-19;ddgs;;2698,38092
2022-05-20;maiz;[ton];9515,0
2022-05-20;etanol;[m3];514,68
2022-05-20;ddgs;;2413,38103
2022-05-21;maiz;[ton];10190,0
2022-05-21;etanol;[m3];402,28
2022-05-21;ddgs;;2462,05587
2022-05-22;maiz;[ton];10579,0
2022-05-22;etanol;[m3];397,78
2022-05-22;ddgs;;2523,17455
2022-05-23;maiz;[ton];9860,0
2022-05-23;etanol;[m3];303,7
2022-05-23;ddgs;;2586,01189
2022-05-24;maiz;[ton];10415,0
2022-05-24;etanol;[m3];287,0
2022-05-24;ddgs;;2364,55911
2022-05-25;maiz;[ton];10882,9
2022-05-25;etanol;[m3];345,83
2022-05-25;ddgs;;2256,15664
2022-05-26;maiz;[ton];10522,9
2022-05-26;etanol;[m3];261,93
2022-05-26;ddgs;;2281,8232
2022-05-27;maiz;[ton];10897,24
2022-05-27;etanol;[m3];328,22
2022-05-27;ddgs;;2029,1632
2022-05-28;maiz;[ton];11162,16
2022-05-28;etanol;[m3];449,57
2022-05-28;ddgs;;1803,12077
2022-05-29;maiz;[ton];10450,56
2022-05-29;etanol;[m3];471,37
2022-05-29;ddgs;;1868,54122
2022-05-30;maiz;[ton];9760,0
2022-05-30;etanol;[m3];388,0
2022-05-30;ddgs;;1924,47805
2022-05-31;maiz;[ton];10205,0
2022-05-31;etanol;[m3];344,13
2022-05-31;ddgs;;1848,53108
2022-06-01;maiz;[ton];10840,0
2022-06-01;etanol;[m3];306,3
2022-06-01;ddgs;;1746,0
2022-06-02;maiz;[ton];11507,82
2022-06-02;etanol;[m3];444,92
2022-06-02;ddgs;;1486,0
2022-06-03;maiz;[ton];11721,32
2022-06-03;etanol;[m3];405,29
2022-06-03;ddgs;;1384,0
2022-06-04;maiz;[ton];11563,0
2022-06-04;etanol;[m3];349,97
2022-06-04;ddgs;;1468,0
2022-06-05;maiz;[ton];10972,0
2022-06-05;etanol;[m3];325,43
2022-06-05;ddgs;;1579,0
2022-06-06;maiz;[ton];10381,32
2022-06-06;etanol;[m3];268,62
2022-06-06;ddgs;;1719,0
2022-06-07;maiz;[ton];10441,32
2022-06-07;etanol;[m3];202,18
2022-06-07;ddgs;;1565,0
2022-06-08;maiz;[ton];10666,32
2022-06-08;etanol;[m3];304,42
2022-06-08;ddgs;;1505,0
2022-06-09;maiz;[ton];10431,32
2022-06-09;etanol;[m3];275,9
2022-06-09;ddgs;;1466,0
2022-06-10;maiz;[ton];10224,04
2022-06-10;etanol;[m3];251,95
2022-06-10;ddgs;;1515,0
2022-06-11;maiz;[ton];10383,92
2022-06-11;etanol;[m3];238,01
2022-06-11;ddgs;;1576,0
2022-06-12;maiz;[ton];9713,92
2022-06-12;etanol;[m3];221,24
2022-06-12;ddgs;;1686,0
2022-06-13;maiz;[ton];9044,04
2022-06-13;etanol;[m3];192,06
2022-06-13;ddgs;;1779,0
2022-06-14;maiz;[ton];8684,58
2022-06-14;etanol;[m3];230,39
2022-06-14;ddgs;;1721,0
2022-06-15;maiz;[ton];8484,58
2022-06-15;etanol;[m3];189,36
2022-06-15;ddgs;;1773,0
2022-06-16;maiz;[ton];8385,0
2022-06-16;etanol;[m3];219,07
2022-06-16;ddgs;;1780,0
2022-06-17;maiz;[ton];8459,8
2022-06-17;etanol;[m3];324,83
2022-06-17;ddgs;;1844,0
2022-06-18;maiz;[ton];7753,0
2022-06-18;etanol;[m3];460,11
2022-06-18;ddgs;;1939,0
2022-06-19;maiz;[ton];7074,16
2022-06-19;etanol;[m3];387,05
2022-06-19;ddgs;;2039,0
2022-06-20;maiz;[ton];6362,68
2022-06-20;etanol;[m3];406,83
2022-06-20;ddgs;;2137,0
2022-06-21;maiz;[ton];5925,58
2022-06-21;etanol;[m3];382,13
2022-06-21;ddgs;;2267,0
2022-06-22;maiz;[ton];5550,58
2022-06-22;etanol;[m3];362,53
2022-06-22;ddgs;;2322,0
2022-06-23;maiz;[ton];4975,58
2022-06-23;etanol;[m3];471,32
2022-06-23;ddgs;;2387,0
2022-06-24;maiz;[ton];4770,58
2022-06-24;etanol;[m3];426,71
2022-06-24;ddgs;;2428,0
2022-06-25;maiz;[ton];4199,32
2022-06-25;etanol;[m3];423,29
2022-06-25;ddgs;;2321,0
2022-06-26;maiz;[ton];3492,52
2022-06-26;etanol;[m3];348,47
2022-06-26;ddgs;;2404,0
2022-06-27;maiz;[ton];2895,58
2022-06-27;etanol;[m3];310,34
2022-06-27;ddgs;;2524,0
2022-06-28;maiz;[ton];2741,2
2022-06-28;etanol;[m3];248,31
2022-06-28;ddgs;;2637,0
2022-06-29;maiz;[ton];2960,42
2022-06-29;etanol;[m3];275,31
2022-06-29;ddgs;;2346,0
2022-06-30;maiz;[ton];3196,08
2022-06-30;etanol;[m3];175,51
2022-06-30;ddgs;;2118,0
2022-07-01;maiz;[ton];3350,58
2022-07-01;etanol;[m3];201,04
2022-07-01;ddgs;;2118,0
2022-07-02;maiz;[ton];3432,94
2022-07-02;etanol;[m3];250,42
2022-07-02;ddgs;;1950,0
2022-07-03;maiz;[ton];2791,94
2022-07-03;etanol;[m3];397,85
2022-07-03;ddgs;;1950,0
2022-07-04;maiz;[ton];2150,0
2022-07-04;etanol;[m3];309,12
2022-07-04;ddgs;;1950,0
2022-07-05;maiz;[ton];2410,0
2022-07-05;etanol;[m3];363,88
2022-07-05;ddgs;;1950,0
2022-07-06;maiz;[ton];2680,0
2022-07-06;etanol;[m3];229,27
2022-07-06;ddgs;;1699,0
2022-07-07;maiz;[ton];2950,0
2022-07-07;etanol;[m3];144,91
2022-07-07;ddgs;;1731,0
2022-07-08;maiz;[ton];2980,0
2022-07-08;etanol;[m3];341,38
2022-07-08;ddgs;;1832,0
2022-07-09;maiz;[ton];3171,82
2022-07-09;etanol;[m3];376,7
2022-07-09;ddgs;;1932,0
2022-07-10;maiz;[ton];2533,82
2022-07-10;etanol;[m3];438,78
2022-07-10;ddgs;;1972,0
2022-07-11;maiz;[ton];1900,0
2022-07-11;etanol;[m3];483,91
2022-07-11;ddgs;;1972,0
2022-07-12;maiz;[ton];1790,0
2022-07-12;etanol;[m3];537,65
2022-07-12;ddgs;;1892,0
2022-07-13;maiz;[ton];1450,0
2022-07-13;etanol;[m3];551,4
2022-07-13;ddgs;;1892,0
2022-07-14;maiz;[ton];1455,0
2022-07-14;etanol;[m3];754,74
2022-07-14;ddgs;;1892,0
2022-07-15;maiz;[ton];1840,0
2022-07-15;etanol;[m3];988,24
2022-07-15;ddgs;;1892,0
2022-07-16;maiz;[ton];2310,0
2022-07-16;etanol;[m3];1064,71
2022-07-16;ddgs;;1892,0
2022-07-17;maiz;[ton];2874,82
2022-07-17;etanol;[m3];1156,73
2022-07-17;ddgs;;1952,0
2022-07-18;maiz;[ton];2250,0
2022-07-18;etanol;[m3];1190,02
2022-07-18;ddgs;;2104,0
2022-07-19;maiz;[ton];2520,0
2022-07-19;etanol;[m3];1204,69
2022-07-19;ddgs;;2217,0
2022-07-20;maiz;[ton];3130,0
2022-07-20;etanol;[m3];1144,05
2022-07-20;ddgs;;2329,0
2022-07-21;maiz;[ton];3678,64
2022-07-21;etanol;[m3];1088,0
2022-07-21;ddgs;;2408,0
2022-07-22;maiz;[ton];3907,64
2022-07-22;etanol;[m3];1073,75
2022-07-22;ddgs;;2511,0
2022-07-23;maiz;[ton];4878,36
2022-07-23;etanol;[m3];1110,37
2022-07-23;ddgs;;2544,0
2022-07-24;maiz;[ton];4878,36
2022-07-24;etanol;[m3];1167,26
2022-07-24;ddgs;;2598,0
2022-07-25;maiz;[ton];4878,8
2022-07-25;etanol;[m3];1061,18
2022-07-25;ddgs;;2652,0
2022-07-26;maiz;[ton];5480,22
2022-07-26;etanol;[m3];860,27
2022-07-26;ddgs;;2541,0
2022-07-27;maiz;[ton];6206,8
2022-07-27;etanol;[m3];661,74
2022-07-27;ddgs;;2541,0
2022-07-28;maiz;[ton];6206,8
2022-07-28;etanol;[m3];634,2
2022-07-28;ddgs;;2484,0
2022-07-29;maiz;[ton];6650,54
2022-07-29;etanol;[m3];598,2
2022-07-29;ddgs;;2484,0
2022-07-30;maiz;[ton];7650,72
2022-07-30;etanol;[m3];489,2
2022-07-30;ddgs;;2370,0
2022-07-31;maiz;[ton];7650,72
2022-07-31;etanol;[m3];360,2
2022-07-31;ddgs;;2370,0
2022-08-01;maiz;[ton];7658,72
2022-08-01;etanol;[m3];168,2
2022-08-01;ddgs;;2370,0
2022-08-02;maiz;[ton];7658,72
2022-08-02;etanol;[m3];168,81
2022-08-02;ddgs;;2370,0
2022-08-03;maiz;[ton];7807,66
2022-08-03;etanol;[m3];131,83
2022-08-03;ddgs;;2082,0
2022-08-04;maiz;[ton];8548,38
2022-08-04;etanol;[m3];132,11
2022-08-04;ddgs;;1937,0
2022-08-05;maiz;[ton];9487,54
2022-08-05;etanol;[m3];131,38
2022-08-05;ddgs;;1937,0
2022-08-06;maiz;[ton];10104,4
2022-08-06;etanol;[m3];74,65
2022-08-06;ddgs;;1851,0
2022-08-07;maiz;[ton];9409,6
2022-08-07;etanol;[m3];251,1
2022-08-07;ddgs;;1851,0
2022-08-08;maiz;[ton];8597,54
2022-08-08;etanol;[m3];508,34
2022-08-08;ddgs;;1851,0
2022-08-09;maiz;[ton];8872,54
2022-08-09;etanol;[m3];646,37
2022-08-09;ddgs;;1851,0
2022-08-10;maiz;[ton];9202,54
2022-08-10;etanol;[m3];791,79
2022-08-10;ddgs;;1851,0
2022-08-11;maiz;[ton];9622,54
2022-08-11;etanol;[m3];803,73
2022-08-11;ddgs;;1707,0
2022-08-12;maiz;[ton];9922,54
2022-08-12;etanol;[m3];842,23
2022-08-12;ddgs;;1539,0
2022-08-13;maiz;[ton];10384,08
2022-08-13;etanol;[m3];986,73
2022-08-13;ddgs;;1366,0
2022-08-14;maiz;[ton];9689,28
2022-08-14;etanol;[m3];888,77
2022-08-14;ddgs;;1366,0
2022-08-15;maiz;[ton];8995,68
2022-08-15;etanol;[m3];816,43
2022-08-15;ddgs;;1366,0
2022-08-16;maiz;[ton];8502,54
2022-08-16;etanol;[m3];715,07
2022-08-16;ddgs;;1366,0
2022-08-17;maiz;[ton];8686,2
2022-08-17;etanol;[m3];617,41
2022-08-17;ddgs;;1202,0
2022-08-18;maiz;[ton];8157,54
2022-08-18;etanol;[m3];609,14
2022-08-18;ddgs;;1202,0
2022-08-19;maiz;[ton];9477,54
2022-08-19;etanol;[m3];374,99
2022-08-19;ddgs;;1174,0
2022-08-20;maiz;[ton];10256,98
2022-08-20;etanol;[m3];270,07
2022-08-20;ddgs;;1174,0
2022-08-21;maiz;[ton];9582,58
2022-08-21;etanol;[m3];345,64
2022-08-21;ddgs;;1174,0
2022-08-22;maiz;[ton];8827,54
2022-08-22;etanol;[m3];268,96
2022-08-22;ddgs;;1174,0
2022-08-23;maiz;[ton];9077,54
2022-08-23;etanol;[m3];254,93
2022-08-23;ddgs;;1059,0
2022-08-24;maiz;[ton];9392,54
2022-08-24;etanol;[m3];253,81
2022-08-24;ddgs;;1059,0
2022-08-25;maiz;[ton];10072,54
2022-08-25;etanol;[m3];178,28
2022-08-25;ddgs;;972,0
2022-08-26;maiz;[ton];10392,54
2022-08-26;etanol;[m3];235,86
2022-08-26;ddgs;;972,0
2022-08-27;maiz;[ton];11048,7
2022-08-27;etanol;[m3];240,85
2022-08-27;ddgs;;830,0
2022-08-28;maiz;[ton];10391,1
2022-08-28;etanol;[m3];233,02
2022-08-28;ddgs;;830,0
2022-08-29;maiz;[ton];9702,54
2022-08-29;etanol;[m3];253,66
2022-08-29;ddgs;;830,0
2022-08-30;maiz;[ton];10002,54
2022-08-30;etanol;[m3];261,21
2022-08-30;ddgs;;714,0
2022-08-31;maiz;[ton];10313,94
2022-08-31;etanol;[m3];236,2
2022-08-31;ddgs;;714,0
2022-09-01;maiz;[ton];10595,86
2022-09-01;etanol;[m3];248,45
2022-09-01;ddgs;;713,98666
2022-09-02;maiz;[ton];10806,44
2022-09-02;etanol;[m3];240,18
2022-09-02;ddgs;;713,98666
2022-09-03;maiz;[ton];11049,04
2022-09-03;etanol;[m3];202,66
2022-09-03;ddgs;;713,98666
2022-09-04;maiz;[ton];10341,16
2022-09-04;etanol;[m3];248,31
2022-09-04;ddgs;;713,98666
2022-09-05;maiz;[ton];9555,5
2022-09-05;etanol;[m3];142,54
2022-09-05;ddgs;;713,98666
2022-09-06;maiz;[ton];9615,5
2022-09-06;etanol;[m3];134,42
2022-09-06;ddgs;;570,82666
2022-09-07;maiz;[ton];9825,5
2022-09-07;etanol;[m3];97,66
2022-09-07;ddgs;;570,82666
2022-09-08;maiz;[ton];9757,5
2022-09-08;etanol;[m3];235,33
2022-09-08;ddgs;;570,82666
2022-09-09;maiz;[ton];9677,5
2022-09-09;etanol;[m3];181,05
2022-09-09;ddgs;;570,82666
2022-09-10;maiz;[ton];9377,06
2022-09-10;etanol;[m3];216,28
2022-09-10;ddgs;;570,82666
2022-09-11;maiz;[ton];8669,06
2022-09-11;etanol;[m3];200,61
2022-09-11;ddgs;;570,82666
2022-09-12;maiz;[ton];7897,5
2022-09-12;etanol;[m3];193,76
2022-09-12;ddgs;;570,82666
2022-09-13;maiz;[ton];8171,34
2022-09-13;etanol;[m3];231,35
2022-09-13;ddgs;;465,2703
2022-09-14;maiz;[ton];7998,24
2022-09-14;etanol;[m3];220,46
2022-09-14;ddgs;;509,03175
2022-09-15;maiz;[ton];8175,0
2022-09-15;etanol;[m3];290,66
2022-09-15;ddgs;;555,54141
2022-09-16;maiz;[ton];8115,0
2022-09-16;etanol;[m3];257,98
2022-09-16;ddgs;;567,90151
2022-09-17;maiz;[ton];8186,66
2022-09-17;etanol;[m3];99,98
2022-09-17;ddgs;;640,71029
2022-09-18;maiz;[ton];7495,46
2022-09-18;etanol;[m3];238,95
2022-09-18;ddgs;;718,69462
2022-09-19;maiz;[ton];6795,0
2022-09-19;etanol;[m3];194,09
2022-09-19;ddgs;;766,46599
2022-09-20;maiz;[ton];6505,08
2022-09-20;etanol;[m3];213,99
2022-09-20;ddgs;;769,60689
2022-09-21;maiz;[ton];6479,96
2022-09-21;etanol;[m3];209,0
2022-09-21;ddgs;;823,84357
2022-09-22;maiz;[ton];6228,24
2022-09-22;etanol;[m3];210,0
2022-09-22;ddgs;;823,84357
2022-09-23;maiz;[ton];6026,88
2022-09-23;etanol;[m3];225,0
2022-09-23;ddgs;;861,11994
2022-09-24;maiz;[ton];5891,66
2022-09-24;etanol;[m3];354,71
2022-09-24;ddgs;;837,4137
2022-09-25;maiz;[ton];5230,46
2022-09-25;etanol;[m3];448,009
2022-09-25;ddgs;;921,66931
2022-09-26;maiz;[ton];4480,0
2022-09-26;etanol;[m3];543,568
2022-09-26;ddgs;;995,25788
2022-09-27;maiz;[ton];4485,0
2022-09-27;etanol;[m3];736,0
2022-09-27;ddgs;;940,97173
2022-09-28;maiz;[ton];4590,0
2022-09-28;etanol;[m3];613,0
2022-09-28;ddgs;;1015,94696
2022-09-29;maiz;[ton];4805,0
2022-09-29;etanol;[m3];562,84
2022-09-29;ddgs;;1096,26366
2022-09-30;maiz;[ton];4930,0
2022-09-30;etanol;[m3];464,52
2022-09-30;ddgs;;1178,03484
2022-10-01;maiz;[ton];5507,62
2022-10-01;etanol;[m3];397,08
2022-10-01;ddgs;;1245,31582
2022-10-02;maiz;[ton];4827,22
2022-10-02;etanol;[m3];250,86
2022-10-02;ddgs;;1330,86499
2022-10-03;maiz;[ton];4133,14
2022-10-03;etanol;[m3];224,82
2022-10-03;ddgs;;1395,09459
2022-10-04;maiz;[ton];3360,0
2022-10-04;etanol;[m3];524,82
2022-10-04;ddgs;;1471,60432
2022-10-05;maiz;[ton];3925,0
2022-10-05;etanol;[m3];437,87
2022-10-05;ddgs;;1488,60701
2022-10-06;maiz;[ton];4480,0
2022-10-06;etanol;[m3];381,2
2022-10-06;ddgs;;1438,6981
2022-10-07;maiz;[ton];5055,0
2022-10-07;etanol;[m3];431,34
2022-10-07;ddgs;;1475,33207
2022-10-08;maiz;[ton];5665,0
2022-10-08;etanol;[m3];406,89
2022-10-08;ddgs;;1547,32231
2022-10-09;maiz;[ton];5810,26
2022-10-09;etanol;[m3];373,39
2022-10-09;ddgs;;1586,99582
2022-10-10;maiz;[ton];5090,26
2022-10-10;etanol;[m3];427,51
2022-10-10;ddgs;;1586,99582
2022-10-11;maiz;[ton];4326,84
2022-10-11;etanol;[m3];317,94
2022-10-11;ddgs;;1586,99582
2022-10-12;maiz;[ton];4306,84
2022-10-12;etanol;[m3];314,0
2022-10-12;ddgs;;1383,23582
2022-10-13;maiz;[ton];4881,84
2022-10-13;etanol;[m3];312,0
2022-10-13;ddgs;;1182,09582
2022-10-14;maiz;[ton];4691,84
2022-10-14;etanol;[m3];492,07
2022-10-14;ddgs;;1182,09582
2022-10-15;maiz;[ton];4826,84
2022-10-15;etanol;[m3];388,13
2022-10-15;ddgs;;1182,09582
2022-10-16;maiz;[ton];5350,88
2022-10-16;etanol;[m3];375,1
2022-10-16;ddgs;;1182,09582
2022-10-17;maiz;[ton];4616,84
2022-10-17;etanol;[m3];346,72
2022-10-17;ddgs;;1182,09582
2022-10-18;maiz;[ton];4736,84
2022-10-18;etanol;[m3];333,03
2022-10-18;ddgs;;1008,95582
2022-10-19;maiz;[ton];4956,84
2022-10-19;etanol;[m3];237,76999999999998
2022-10-19;ddgs;;874,37582
2022-10-20;maiz;[ton];5171,84
2022-10-20;etanol;[m3];296,66
2022-10-20;ddgs;;874,37582
2022-10-21;maiz;[ton];5201,84
2022-10-21;etanol;[m3];394,05
2022-10-21;ddgs;;874,37582
2022-10-22;maiz;[ton];5534,72
2022-10-22;etanol;[m3];467,32
2022-10-22;ddgs;;874,37582
2022-10-23;maiz;[ton];4859,6
2022-10-23;etanol;[m3];384,39
2022-10-23;ddgs;;874,37582
2022-10-24;maiz;[ton];4136,84
2022-10-24;etanol;[m3];369,49
2022-10-24;ddgs;;874,37582
2022-10-25;maiz;[ton];4251,84
2022-10-25;etanol;[m3];420,75
2022-10-25;ddgs;;730,21582
2022-10-26;maiz;[ton];4426,84
2022-10-26;etanol;[m3];296,73
2022-10-26;ddgs;;614,49582
2022-10-27;maiz;[ton];4446,84
2022-10-27;etanol;[m3];231,56
2022-10-27;ddgs;;614,49582
2022-10-28;maiz;[ton];4646,84
2022-10-28;etanol;[m3];176,81
2022-10-28;ddgs;;614,49582
2022-10-29;maiz;[ton];4655,32
2022-10-29;etanol;[m3];128,82
2022-10-29;ddgs;;527,41582
2022-10-30;maiz;[ton];3951,76
2022-10-30;etanol;[m3];214,7
2022-10-30;ddgs;;527,41582
2022-10-31;maiz;[ton];3250,0
2022-10-31;etanol;[m3];205,52
2022-10-31;ddgs;;527,41582
2022-11-01;maiz;[ton];3390,0
2022-11-01;etanol;[m3];210,64
2022-11-01;ddgs;;468,41582
2022-11-02;maiz;[ton];3575,0
2022-11-02;etanol;[m3];185,42
2022-11-02;ddgs;;468,41582
2022-11-03;maiz;[ton];3800,0
2022-11-03;etanol;[m3];201,86
2022-11-03;ddgs;;468,41582
2022-11-04;maiz;[ton];4200,0
2022-11-04;etanol;[m3];199,26
2022-11-04;ddgs;;468,41582
2022-11-05;maiz;[ton];4447,5
2022-11-05;etanol;[m3];264,44
2022-11-05;ddgs;;296,69582
2022-11-06;maiz;[ton];3727,5
2022-11-06;etanol;[m3];177,45
2022-11-06;ddgs;;296,69582
2022-11-07;maiz;[ton];3000,0
2022-11-07;etanol;[m3];243,87
2022-11-07;ddgs;;296,69582
2022-11-08;maiz;[ton];2540,0
2022-11-08;etanol;[m3];259,41
2022-11-08;ddgs;;124,17582000000002
2022-11-09;maiz;[ton];2630,0
2022-11-09;etanol;[m3];265,01
2022-11-09;ddgs;;164,93785685237373
2022-11-10;maiz;[ton];2985,0
2022-11-10;etanol;[m3];228,77
2022-11-10;ddgs;;205,94751541103426
2022-11-11;maiz;[ton];3600,0
2022-11-11;etanol;[m3];209,18
2022-11-11;ddgs;;214,38714260838088
2022-11-12;maiz;[ton];4085,7
2022-11-12;etanol;[m3];209,82
2022-11-12;ddgs;;157,5389873159868
2022-11-13;maiz;[ton];3367,85
2022-11-13;etanol;[m3];210,03
2022-11-13;ddgs;;208,0582553516819
2022-11-14;maiz;[ton];2650,0
2022-11-14;etanol;[m3];224,81
2022-11-14;ddgs;;314,2792401524854
2022-11-15;maiz;[ton];2950,0
2022-11-15;etanol;[m3];253,64
2022-11-15;ddgs;;325,40439
2022-11-16;maiz;[ton];3090,0
2022-11-16;etanol;[m3];324,14
2022-11-16;ddgs;;398,2
2022-11-17;maiz;[ton];3365,0
2022-11-17;etanol;[m3];338,14
2022-11-17;ddgs;;400,6386445993031
2022-11-18;maiz;[ton];3310,0
2022-11-18;etanol;[m3];396,92
2022-11-18;ddgs;;360,4353517706179
2022-11-19;maiz;[ton];3015,0
2022-11-19;etanol;[m3];390,7
2022-11-19;ddgs;;454,7350945379816
2022-11-20;maiz;[ton];2602,94
2022-11-20;etanol;[m3];365,7
2022-11-20;ddgs;;533,6623755995015
2022-11-21;maiz;[ton];1884,14
2022-11-21;etanol;[m3];300,42
2022-11-21;ddgs;;628,5853307130762
2022-11-22;maiz;[ton];1125,0
2022-11-22;etanol;[m3];588,03
2022-11-22;ddgs;;731,6947163556684
2022-11-23;maiz;[ton];750,0
2022-11-23;etanol;[m3];564,98
2022-11-23;ddgs;;693,9434375270877
2022-11-24;maiz;[ton];760,0
2022-11-24;etanol;[m3];595,28
2022-11-24;ddgs;;636,0866935435504
2022-11-25;maiz;[ton];1085,0
2022-11-25;etanol;[m3];503,92
2022-11-25;ddgs;;716,2716959445378
2022-11-26;maiz;[ton];1450,0
2022-11-26;etanol;[m3];641,25
2022-11-26;ddgs;;645,9721103242157
2022-11-27;maiz;[ton];1928,24
2022-11-27;etanol;[m3];785,61
2022-11-27;ddgs;;754,9059861064226
2022-11-28;maiz;[ton];1185,0
2022-11-28;etanol;[m3];852,03
2022-11-28;ddgs;;855,2903428631793
2022-11-29;maiz;[ton];1444,92
2022-11-29;etanol;[m3];870,13
2022-11-29;ddgs;;758,2124823610224
2022-11-30;maiz;[ton];2229,56
2022-11-30;etanol;[m3];816,97
2022-11-30;ddgs;;852,8777104046254
2022-12-01;maiz;[ton];2501,2
2022-12-01;etanol;[m3];585,21
2022-12-01;ddgs;;944,1846388062106
2022-12-02;maiz;[ton];3317,68
2022-12-02;etanol;[m3];487,15
2022-12-02;ddgs;;1013,7194954445507
2022-12-03;maiz;[ton];4001,48
2022-12-03;etanol;[m3];458,5
2022-12-03;ddgs;;975,7385642568113
2022-12-04;maiz;[ton];4506,62
2022-12-04;etanol;[m3];493,24
2022-12-04;ddgs;;1071,041567931235
2022-12-05;maiz;[ton];3801,48
2022-12-05;etanol;[m3];444,55
2022-12-05;ddgs;;1162,158376258109
2022-12-06;maiz;[ton];4401,56
2022-12-06;etanol;[m3];408,87
2022-12-06;ddgs;;1171,1705543206297
2022-12-07;maiz;[ton];5268,92
2022-12-07;etanol;[m3];308,91
2022-12-07;ddgs;;1257,1441001585874
2022-12-08;maiz;[ton];6189,9
2022-12-08;etanol;[m3];296,19
2022-12-08;ddgs;;1186,6203630322402
2022-12-09;maiz;[ton];6703,68
2022-12-09;etanol;[m3];278,94
2022-12-09;ddgs;;1277,5877911797322
2022-12-10;maiz;[ton];5965,64
2022-12-10;etanol;[m3];559,18
2022-12-10;ddgs;;1367,9527015153624
2022-12-11;maiz;[ton];6447,22
2022-12-11;etanol;[m3];525,15
2022-12-11;ddgs;;1465,984073762492
2022-12-12;maiz;[ton];5731,94
2022-12-12;etanol;[m3];643,79
